grass_region,last_click_date,click_campaign,cost,impression_cnt,click_cnt,non_cohorts_order_cnt_7d,non_cohorts_gmv_7d,cohort_order_cnt_7d,cohort_gmv_7d,session_order_cnt,session_gmv,atc_cnt,month,cohort_order_cnt_1d,cohort_gmv_1d,new_buyer_cnt_1d,session_cnt,app_session_cnt,web_session_cnt,Upper Campaign,lower campaign name,Campaign Type,Category,campaign_name,BE_category,type,testgroup,campaign name (for AB TEST comparison),cpm
TH,7月18日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,81.082727,137183,1203,134,3836.77177,183,2729.440202,35,457.4762902,1274,2025年7月,93,1535.318389,0,2160,774,186,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_3-OPATEST,100535-Audio,Test,Group 3,Audio,0.000591055
TH,7月18日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,82.577774,165314,1393,175,4342.643491,197,3500.831383,54,1034.055918,1252,2025年7月,128,2574.73211,0,2294,845,301,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_4-OPATEST,100535-Audio,Test,Group 4,Audio,0.000499521
TH,7月18日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,87.254414,267221,3003,286,6994.395862,297,5134.725644,80,1164.521493,2497,2025年7月,169,2926.776697,2,5199,1434,986,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_5-OPATEST,100535-Audio,Test,Group 5,Audio,0.000326525
TH,7月18日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,334.030289,696957,9097,1435,16833.03209,1643,20713.50505,350,4066.559921,11344,2025年7月,731,8547.809151,10,21138,4873,1708,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,100643-Books & Magazines,Control,,Book&Magazines,0.00047927
TH,7月18日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,135.948713,164893,1508,209,3373.199594,248,3551.853677,52,701.7797758,1645,2025年7月,98,1192.234265,2,2877,828,173,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,100643-Books & Magazines,Test,Group 1,Book&Magazines,0.000824466
TH,7月18日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,135.76486,153502,1639,180,1870.496674,313,3666.775157,54,520.5690356,1599,2025年7月,134,1439.309028,0,3196,1000,210,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,100643-Books & Magazines,Test,Group 2,Book&Magazines,0.00088445
TH,7月18日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,132.836046,173879,1414,221,3379.686846,315,4033.576179,72,1030.915137,1593,2025年7月,170,2780.435398,3,2922,850,212,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,100643-Books & Magazines,Test,Group 3,Book&Magazines,0.000763957
TH,7月18日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,134.746344,188021,1468,259,2954.465759,256,3143.921665,56,534.6101737,1724,2025年7月,122,1365.962557,1,3134,877,218,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,100643-Books & Magazines,Test,Group 4,Book&Magazines,0.000716656
TH,7月18日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,145.198997,290165,4531,621,6911.965759,876,8985.579505,156,1405.745782,4943,2025年7月,359,4144.044833,3,9378,2385,852,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,100643-Books & Magazines,Test,Group 5,Book&Magazines,0.000500401
TH,7月18日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,738.911503,2080541,17795,2298,28443.58265,3986,45536.99778,973,10763.99957,16543,2025年7月,2054,24204.45591,11,26525,10396,3744,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0-CONTROL-OPATEST,100631-Pets,Control,,Pet,0.000355154
TH,7月18日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,54.453973,89942,663,188,3619.534425,137,1799.636655,37,563.8317527,1182,2025年7月,68,1091.082646,0,2127,420,112,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_1-OPATEST,100631-Pets,Test,Group 1,Pet,0.000605434
TH,7月18日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,51.596192,75722,543,175,2545.411689,109,1642.382067,31,328.4579382,1338,2025年7月,57,1279.437123,0,1838,320,82,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_2-OPATEST,100631-Pets,Test,Group 2,Pet,0.00068139
TH,7月18日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,51.202845,82832,602,158,2069.589851,131,2009.022047,28,201.8721517,1155,2025年7月,68,613.3144476,0,1677,380,72,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_3-OPATEST,100631-Pets,Test,Group 3,Pet,0.000618153
TH,7月18日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,47.505891,84096,605,117,1738.976475,86,1097.456583,33,555.7026727,1173,2025年7月,49,733.8034241,0,1804,347,93,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_4-OPATEST,100631-Pets,Test,Group 4,Pet,0.000564901
TH,7月18日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,97.35791,222242,2426,545,5936.106663,477,5022.970809,124,1012.19362,3915,2025年7月,264,2606.509422,0,5803,1309,590,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_5-OPATEST,100631-Pets,Test,Group 5,Pet,0.000438072
TH,7月18日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,807.381202,2020137,20721,2770,31679.83773,3706,45280.37751,690,6947.961572,21967,2025年7月,1672,19105.39783,17,39548,10357,5488,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,100638-Stationery,Control,,Stationary,0.000399667
TH,7月18日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,98.824924,309744,2991,298,3913.659318,486,7614.353061,106,1010.038182,2778,2025年7月,217,2649.217884,4,5114,1274,1076,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_1-OPATEST,100638-Stationery,Test,Group 1,Stationary,0.000319054
TH,7月18日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,54.322774,125203,1011,283,3483.43392,143,1948.854539,26,319.589851,2090,2025年7月,71,1271.000123,2,3321,457,326,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_2-OPATEST,100638-Stationery,Test,Group 2,Stationary,0.000433878
TH,7月18日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,252.398952,345354,2691,366,3799.564909,526,6127.082461,106,1061.953443,2975,2025年7月,239,2367.567742,5,4954,1520,562,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_3-OPATEST,100638-Stationery,Test,Group 3,Stationary,0.000730841
TH,7月18日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,254.471211,350365,2742,477,5080.640473,521,7855.708831,107,1098.96539,3999,2025年7月,264,4804.71733,2,5493,1516,570,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_4-OPATEST,100638-Stationery,Test,Group 4,Stationary,0.000726303
TH,7月18日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,431.849088,1009182,12165,1429,16602.90676,2597,36425.83231,381,3295.356571,10877,2025年7月,1049,11857.39284,4,20103,6212,2929,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_5-OPATEST,100638-Stationery,Test,Group 5,Stationary,0.00042792
TH,7月19日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,208.62,727730,7334,826,20297.68629,844,17595.03141,200,5293.170341,6987,2025年7月,470,11243.90319,5,13802,3990,1981,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0-CONTROL-OPATEST,100535-Audio,Control,,Audio,0.000286672
TH,7月19日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,22.3,92550,1013,143,4148.478877,162,2409.47161,20,647.8322454,1053,2025年7月,53,1036.519276,0,1877,466,336,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_1-OPATEST,100535-Audio,Test,Group 1,Audio,0.000240951
TH,7月19日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,84.77,104754,1030,172,2003.862853,168,2227.95295,56,493.6876463,1225,2025年7月,113,1403.898263,1,1905,672,152,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_2-OPATEST,100535-Audio,Test,Group 2,Audio,0.000809229
TH,7月19日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,83.56,138217,1125,153,2773.032393,205,3447.899988,42,451.1947284,1198,2025年7月,110,1545.880034,4,2242,749,192,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_3-OPATEST,100535-Audio,Test,Group 3,Audio,0.000604557
TH,7月19日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,82.11,141658,1135,166,2890.780884,191,4098.103215,57,1156.577165,1300,2025年7月,92,1901.527282,1,2170,737,193,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_4-OPATEST,100535-Audio,Test,Group 4,Audio,0.000579635
TH,7月19日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,94.97,294084,3208,286,5731.44322,376,7722.841483,84,2230.816603,2745,2025年7月,187,3761.854908,2,5472,1770,855,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_5-OPATEST,100535-Audio,Test,Group 5,Audio,0.000322935
TH,7月19日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,272.38,675687,7809,1472,16426.48356,1581,19737.60839,302,3799.174775,12969,2025年7月,720,9078.611898,10,21131,4480,1432,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,100643-Books & Magazines,Control,,Book&Magazines,0.000403116
TH,7月19日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,99.19,204742,2204,266,2866.737283,538,7152.854108,104,1065.129942,2267,2025年7月,231,2347.478446,1,4147,1322,326,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,100643-Books & Magazines,Test,Group 1,Book&Magazines,0.000484463
TH,7月19日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,136.39,138966,1540,238,3171.51127,350,4337.22318,51,483.3107526,2193,2025年7月,113,1066.233526,0,3532,946,181,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,100643-Books & Magazines,Test,Group 2,Book&Magazines,0.000981463
TH,7月19日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,139.3,176122,1383,273,2763.412982,361,4280.023094,69,521.0001232,2341,2025年7月,175,1783.735682,0,3381,928,168,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,100643-Books & Magazines,Test,Group 3,Book&Magazines,0.000790929
TH,7月19日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,139.23,170561,1428,205,2745.689124,282,4313.616209,47,652.8821283,2123,2025年7月,115,1552.100012,3,3415,902,212,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,100643-Books & Magazines,Test,Group 4,Book&Magazines,0.000816306
TH,7月19日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,145.08,299182,4179,654,6984.634807,769,11254.78168,119,1159.286858,4954,2025年7月,319,3372.531716,3,9574,2282,753,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,100643-Books & Magazines,Test,Group 5,Book&Magazines,0.000484922
TH,7月19日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,873.04,2015983,17279,2806,36280.04557,3787,50864.87037,930,12134.93041,22107,2025年7月,1937,25448.28212,14,32409,11080,2825,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0-CONTROL-OPATEST,100631-Pets,Control,,Pet,0.000433059
TH,7月19日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,74.41,184733,1444,236,2713.281808,356,3593.330459,102,1106.509422,1613,2025年7月,186,1886.65476,2,2670,946,261,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_1-OPATEST,100631-Pets,Test,Group 1,Pet,0.000402798
TH,7月19日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,59.57,131476,897,157,1469.66991,202,1744.241902,56,439.6785318,1352,2025年7月,107,876.986082,1,1928,583,134,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_2-OPATEST,100631-Pets,Test,Group 2,Pet,0.000453086
TH,7月19日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,191.65,166200,1591,296,3476.197808,330,5152.943712,107,1352.999138,2280,2025年7月,198,2776.203966,2,2818,1057,237,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_3-OPATEST,100631-Pets,Test,Group 3,Pet,0.001153129
TH,7月19日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,35.69,121381,715,118,1327.380219,144,2607.987437,30,357.3100135,974,2025年7月,58,723.1186107,1,1710,446,131,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_4-OPATEST,100631-Pets,Test,Group 4,Pet,0.000294033
TH,7月19日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,226.63,423716,4098,621,8929.116886,1048,13087.50739,238,2818.111836,4384,2025年7月,479,5466.22121,2,7341,2523,760,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_5-OPATEST,100631-Pets,Test,Group 5,Pet,0.000534863
TH,7月19日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,905.78,1998877,19503,3140,36063.17434,4259,54020.55179,736,7334.708708,26798,2025年7月,1863,21615.84308,14,42113,11095,3788,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,100638-Stationery,Control,,Stationary,0.000453144
TH,7月19日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,110.31,313813,2483,418,4470.13179,490,5247.782978,102,857.1252617,3501,2025年7月,259,2931.67262,1,5031,1400,538,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_1-OPATEST,100638-Stationery,Test,Group 1,Stationary,0.000351515
TH,7月19日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,21.97,63354,470,193,2514.041138,113,2645.676807,17,161.5038798,1515,2025年7月,39,419.355832,0,2402,272,125,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_2-OPATEST,100638-Stationery,Test,Group 2,Stationary,0.000346782
TH,7月19日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,18.99,43698,371,228,2946.021678,37,355.4624954,15,82.52247814,1664,2025年7月,20,112.2675206,1,2776,181,148,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_3-OPATEST,100638-Stationery,Test,Group 3,Stationary,0.000434574
TH,7月19日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,56.88,170963,1135,355,6148.226383,264,3418.586649,39,367.2866117,2891,2025年7月,114,1210.617071,1,4021,644,333,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_4-OPATEST,100638-Stationery,Test,Group 4,Stationary,0.000332704
TH,7月19日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,740.76,1361235,15469,2159,27494.66899,3582,51018.73968,623,6998.768321,18105,2025年7月,1581,19232.32541,7,27692,9135,2590,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_5-OPATEST,100638-Stationery,Test,Group 5,Stationary,0.000544182
TH,7月20日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,226.99,742531,7368,968,18426.06017,986,25365.09207,245,5506.897401,7712,2025年7月,523,13403.0053,2,14592,4430,1765,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0-CONTROL-OPATEST,100535-Audio,Control,,Audio,0.000305698
TH,7月20日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,81.07,229517,2144,162,3535.379973,314,6839.877756,55,1716.652297,1782,2025年7月,145,3765.272817,1,3274,1365,439,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_1-OPATEST,100535-Audio,Test,Group 1,Audio,0.00035322
TH,7月20日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,29.89,72424,607,129,1669.785072,69,1300.016012,32,397.8919818,938,2025年7月,48,676.5593053,1,1510,390,107,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_2-OPATEST,100535-Audio,Test,Group 2,Audio,0.000412708
TH,7月20日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,26.62,80813,651,138,2622.747567,61,1776.693558,24,266.3813277,1284,2025年7月,42,1268.29043,0,1753,397,149,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_3-OPATEST,100535-Audio,Test,Group 3,Audio,0.000329402
TH,7月20日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,34.07,130925,1047,127,2157.685676,126,2174.682843,27,309.0589974,1094,2025年7月,65,1330.428624,1,2154,642,250,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_4-OPATEST,100535-Audio,Test,Group 4,Audio,0.000260225
TH,7月20日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,98.4,289323,3412,332,6288.551546,394,9325.754403,91,2005.78889,2972,2025年7月,196,4903.651928,1,6192,1986,861,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_5-OPATEST,100535-Audio,Test,Group 5,Audio,0.000340104
TH,7月20日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,392.49,873413,9843,1751,22772.70477,2092,24033.48688,404,4059.333354,14593,2025年7月,929,9891.402266,8,24014,5787,1592,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,100643-Books & Magazines,Control,,Book&Magazines,0.000449375
