biz_no,open_id,session_id,app_page,action_type,time_spent,device_type,location,action_time,ip_city,page_value,grass_date
230,op1002795,op1002795_20251120_1,product_page,tap,7229,desktop,重庆,2025-11-20 04:54:14,上海,90050,2025-11-20
231,op1002795,op1002795_20251120_1,search_page,swipe,23648,desktop,成都,2025-11-20 04:57:28,北京,服装,2025-11-20
232,op1002795,op1002795_20251120_1,profile_page,swipe,3854,desktop,广州,2025-11-20 04:58:58,南京,,2025-11-20
233,op1001006,op1001006_20251120_1,home_page,swipe,20894,tablet,深圳,2025-11-20 17:34:53,北京,,2025-11-20
234,op1001006,op1001006_20251120_1,product_page,swipe,2264,mobile,上海,2025-11-20 17:39:00,北京,90197,2025-11-20
235,op1000116,op1000116_20251120_1,home_page,tap,23209,desktop,北京,2025-11-20 20:56:46,武汉,,2025-11-20
236,op1000116,op1000116_20251120_1,profile_page,input,18502,tablet,南京,2025-11-20 21:00:58,广州,,2025-11-20
237,op1000116,op1000116_20251120_1,profile_page,input,5293,mobile,成都,2025-11-20 21:03:42,北京,,2025-11-20
238,op1000116,op1000116_20251120_1,product_page,scroll,24333,desktop,上海,2025-11-20 21:05:30,天津,90037,2025-11-20
239,op999991,op999991_20251120_1,home_page,scroll,6853,desktop,广州,2025-11-20 11:39:45,南京,,2025-11-20
240,op999991,op999991_20251120_1,product_page,tap,12060,mobile,广州,2025-11-20 11:41:42,南京,90012,2025-11-20
241,op999991,op999991_20251120_1,profile_page,scroll,3184,desktop,深圳,2025-11-20 11:46:45,杭州,,2025-11-20
242,op999991,op999991_20251120_2,home_page,click,28121,mobile,上海,2025-11-20 21:55:13,广州,,2025-11-20
243,op999991,op999991_20251120_2,product_page,tap,10990,mobile,西安,2025-11-20 21:58:22,上海,90012,2025-11-20
244,op999991,op999991_20251120_2,product_page,swipe,6718,tablet,上海,2025-11-20 22:04:12,杭州,90063,2025-11-20
245,op999991,op999991_20251120_2,cart_page,swipe,22523,tablet,南京,2025-11-20 22:05:32,杭州,,2025-11-20
246,op999991,op999991_20251120_2,profile_page,click,12846,tablet,杭州,2025-11-20 22:10:36,北京,,2025-11-20
247,op1001204,op1001204_20251120_1,home_page,click,3539,desktop,广州,2025-11-20 11:08:54,杭州,,2025-11-20
248,op1001204,op1001204_20251120_1,home_page,tap,22971,mobile,重庆,2025-11-20 11:13:31,成都,,2025-11-20
249,op1001204,op1001204_20251120_2,home_page,scroll,2972,tablet,上海,2025-11-20 14:37:32,杭州,,2025-11-20
250,op1001204,op1001204_20251120_2,product_page,swipe,6187,desktop,上海,2025-11-20 14:39:11,武汉,90027,2025-11-20
251,op1001204,op1001204_20251120_2,product_page,click,5904,tablet,深圳,2025-11-20 14:41:47,成都,90126,2025-11-20
252,op1001204,op1001204_20251120_2,cart_page,swipe,16163,desktop,重庆,2025-11-20 14:46:12,上海,,2025-11-20
253,op1001204,op1001204_20251120_3,home_page,swipe,16855,mobile,深圳,2025-11-20 06:09:59,北京,,2025-11-20
254,op1001204,op1001204_20251120_3,product_page,swipe,22365,tablet,上海,2025-11-20 06:14:20,天津,90152,2025-11-20
255,op1001204,op1001204_20251120_3,cart_page,tap,16569,desktop,西安,2025-11-20 06:18:42,成都,,2025-11-20
256,op1001204,op1001204_20251120_3,product_page,tap,23881,desktop,杭州,2025-11-20 06:20:49,天津,90026,2025-11-20
257,op1001204,op1001204_20251120_3,profile_page,input,11117,mobile,上海,2025-11-20 06:26:32,天津,,2025-11-20
258,op1001918,op1001918_20251120_1,home_page,click,6195,mobile,重庆,2025-11-20 05:15:29,上海,,2025-11-20
259,op1001918,op1001918_20251120_1,search_page,swipe,27461,tablet,杭州,2025-11-20 05:19:05,武汉,数码,2025-11-20
260,op1001918,op1001918_20251120_1,profile_page,click,24296,mobile,上海,2025-11-20 05:21:31,苏州,,2025-11-20
261,op1001918,op1001918_20251120_1,profile_page,swipe,11032,tablet,西安,2025-11-20 05:26:02,南京,,2025-11-20
262,op1001918,op1001918_20251120_2,home_page,input,29993,mobile,南京,2025-11-20 18:31:01,广州,,2025-11-20
263,op1001918,op1001918_20251120_2,profile_page,click,9419,tablet,上海,2025-11-20 18:32:27,成都,,2025-11-20
264,op1001918,op1001918_20251120_2,search_page,input,23905,mobile,武汉,2025-11-20 18:34:29,天津,食品,2025-11-20
265,op1001918,op1001918_20251120_2,profile_page,input,19515,tablet,重庆,2025-11-20 18:36:58,武汉,,2025-11-20
266,op1001918,op1001918_20251120_3,home_page,scroll,19655,desktop,南京,2025-11-20 03:59:00,成都,,2025-11-20
267,op1001918,op1001918_20251120_3,home_page,input,20449,tablet,上海,2025-11-20 04:01:23,广州,,2025-11-20
268,op1001202,op1001202_20251120_1,home_page,scroll,14977,tablet,成都,2025-11-20 16:12:23,广州,,2025-11-20
269,op1001202,op1001202_20251120_1,cart_page,input,18187,desktop,西安,2025-11-20 16:18:11,广州,,2025-11-20
270,op1001202,op1001202_20251120_1,cart_page,swipe,12425,tablet,南京,2025-11-20 16:22:26,杭州,,2025-11-20
271,op1002574,op1002574_20251120_1,home_page,input,26741,mobile,杭州,2025-11-20 09:52:21,南京,,2025-11-20
272,op1002574,op1002574_20251120_1,cart_page,tap,20303,mobile,重庆,2025-11-20 09:55:14,杭州,,2025-11-20
273,op1002574,op1002574_20251120_1,search_page,tap,15774,tablet,成都,2025-11-20 10:01:10,杭州,数码,2025-11-20
274,op1002574,op1002574_20251120_1,search_page,click,18230,desktop,西安,2025-11-20 10:03:19,成都,服装,2025-11-20
275,op1002574,op1002574_20251120_2,home_page,scroll,19861,desktop,西安,2025-11-20 16:31:45,杭州,,2025-11-20
276,op1002574,op1002574_20251120_2,home_page,scroll,6167,mobile,上海,2025-11-20 16:37:13,北京,,2025-11-20
277,op1002574,op1002574_20251120_2,home_page,scroll,4773,tablet,上海,2025-11-20 16:41:33,杭州,,2025-11-20
278,op1002574,op1002574_20251120_2,cart_page,input,7314,tablet,南京,2025-11-20 16:44:54,武汉,,2025-11-20
279,op1000962,op1000962_20251120_1,home_page,click,10888,tablet,重庆,2025-11-20 04:07:09,杭州,,2025-11-20
280,op1000962,op1000962_20251120_1,profile_page,click,5862,desktop,重庆,2025-11-20 04:09:45,上海,,2025-11-20
281,op1000962,op1000962_20251120_1,home_page,scroll,25159,tablet,深圳,2025-11-20 04:12:34,深圳,,2025-11-20
282,op1000962,op1000962_20251120_2,home_page,swipe,29322,tablet,西安,2025-11-20 23:59:58,成都,,2025-11-20
283,op1000962,op1000962_20251120_2,search_page,tap,12055,desktop,武汉,2025-11-20 23:59:58,南京,服装,2025-11-20
284,op1000962,op1000962_20251120_2,cart_page,tap,8156,mobile,杭州,2025-11-20 23:59:58,杭州,,2025-11-20
285,op1000962,op1000962_20251120_3,home_page,swipe,8251,mobile,深圳,2025-11-20 08:47:19,苏州,,2025-11-20
286,op1000962,op1000962_20251120_3,cart_page,input,2574,mobile,杭州,2025-11-20 08:49:31,南京,,2025-11-20
287,op1000962,op1000962_20251120_3,product_page,scroll,2097,mobile,成都,2025-11-20 08:53:00,杭州,90049,2025-11-20
288,op1002049,op1002049_20251120_1,home_page,input,8601,desktop,武汉,2025-11-20 06:46:32,苏州,,2025-11-20
289,op1002049,op1002049_20251120_1,profile_page,tap,28236,mobile,上海,2025-11-20 06:52:22,广州,,2025-11-20
290,op1002049,op1002049_20251120_1,product_page,tap,29192,tablet,南京,2025-11-20 06:57:25,北京,90189,2025-11-20
291,op1002049,op1002049_20251120_1,home_page,swipe,15357,tablet,深圳,2025-11-20 07:01:41,成都,,2025-11-20
292,op1002049,op1002049_20251120_1,home_page,input,7810,tablet,上海,2025-11-20 07:03:55,苏州,,2025-11-20
293,op1002049,op1002049_20251120_2,home_page,swipe,13807,tablet,北京,2025-11-20 01:14:58,广州,,2025-11-20
294,op1002049,op1002049_20251120_2,product_page,scroll,7587,mobile,西安,2025-11-20 01:17:37,成都,90003,2025-11-20
295,op1002049,op1002049_20251120_2,product_page,click,5405,tablet,南京,2025-11-20 01:22:43,成都,90056,2025-11-20
296,op1002049,op1002049_20251120_2,home_page,scroll,1719,mobile,成都,2025-11-20 01:26:09,武汉,,2025-11-20
297,op1002422,op1002422_20251120_1,home_page,swipe,12966,mobile,武汉,2025-11-20 23:48:16,武汉,,2025-11-20
298,op1002422,op1002422_20251120_1,cart_page,tap,12382,tablet,成都,2025-11-20 23:49:27,杭州,,2025-11-20
299,op1002422,op1002422_20251120_2,home_page,scroll,25075,desktop,西安,2025-11-20 06:06:57,武汉,,2025-11-20
300,op1002422,op1002422_20251120_2,product_page,scroll,1951,mobile,杭州,2025-11-20 06:08:59,北京,90156,2025-11-20
301,op1002422,op1002422_20251120_2,search_page,swipe,3231,desktop,上海,2025-11-20 06:10:28,北京,服装,2025-11-20
302,op1002422,op1002422_20251120_2,product_page,input,2707,tablet,上海,2025-11-20 06:15:20,南京,90072,2025-11-20
303,op1001211,op1001211_20251120_1,home_page,swipe,11522,tablet,南京,2025-11-20 23:50:45,天津,,2025-11-20
304,op1001211,op1001211_20251120_1,product_page,input,2639,tablet,广州,2025-11-20 23:55:59,苏州,90128,2025-11-20
305,op1001211,op1001211_20251120_1,product_page,swipe,21608,mobile,广州,2025-11-20 23:59:58,深圳,90049,2025-11-20
306,op1001211,op1001211_20251120_1,product_page,input,20621,mobile,重庆,2025-11-20 23:59:58,南京,90154,2025-11-20
307,op1001211,op1001211_20251120_1,search_page,input,17617,desktop,北京,2025-11-20 23:59:58,成都,食品,2025-11-20
308,op1001211,op1001211_20251120_2,home_page,scroll,4267,mobile,深圳,2025-11-20 14:37:52,深圳,,2025-11-20
309,op1001211,op1001211_20251120_2,cart_page,swipe,17826,mobile,成都,2025-11-20 14:41:36,苏州,,2025-11-20
310,op1001211,op1001211_20251120_2,profile_page,tap,2638,desktop,深圳,2025-11-20 14:46:30,上海,,2025-11-20
311,op1001211,op1001211_20251120_3,home_page,tap,5949,tablet,深圳,2025-11-20 09:49:41,天津,,2025-11-20
312,op1001211,op1001211_20251120_3,search_page,input,6839,desktop,广州,2025-11-20 09:51:12,深圳,服装,2025-11-20
313,op1001211,op1001211_20251120_3,product_page,scroll,17129,tablet,杭州,2025-11-20 09:53:26,苏州,90133,2025-11-20
314,op1001211,op1001211_20251120_3,product_page,scroll,1703,tablet,杭州,2025-11-20 09:55:35,深圳,90112,2025-11-20
315,op1001211,op1001211_20251120_3,product_page,swipe,23253,tablet,杭州,2025-11-20 10:01:31,南京,90053,2025-11-20
316,op1002241,op1002241_20251120_1,home_page,scroll,10499,tablet,杭州,2025-11-20 22:39:48,上海,,2025-11-20
317,op1002241,op1002241_20251120_1,search_page,tap,28545,desktop,武汉,2025-11-20 22:45:26,天津,数码,2025-11-20
318,op1001554,op1001554_20251120_1,home_page,click,29186,tablet,重庆,2025-11-20 14:06:40,苏州,,2025-11-20
319,op1001554,op1001554_20251120_1,search_page,click,21056,tablet,成都,2025-11-20 14:11:11,杭州,食品,2025-11-20
320,op1001554,op1001554_20251120_1,product_page,swipe,14996,desktop,成都,2025-11-20 14:14:07,天津,90092,2025-11-20
321,op1001554,op1001554_20251120_1,profile_page,scroll,9782,mobile,武汉,2025-11-20 14:18:37,广州,,2025-11-20
322,op1001311,op1001311_20251120_1,home_page,swipe,3639,tablet,广州,2025-11-20 11:41:14,北京,,2025-11-20
323,op1001311,op1001311_20251120_1,cart_page,scroll,1910,desktop,广州,2025-11-20 11:47:00,北京,,2025-11-20
324,op1001311,op1001311_20251120_1,product_page,tap,10366,mobile,深圳,2025-11-20 11:50:59,南京,90060,2025-11-20
325,op1001117,op1001117_20251120_1,home_page,scroll,15283,mobile,武汉,2025-11-20 18:23:01,南京,,2025-11-20
326,op1001117,op1001117_20251120_1,product_page,tap,24682,tablet,北京,2025-11-20 18:24:28,南京,90022,2025-11-20
327,op1001117,op1001117_20251120_1,search_page,input,21430,desktop,上海,2025-11-20 18:29:49,深圳,服装,2025-11-20
328,op1002754,op1002754_20251120_1,home_page,click,9932,desktop,西安,2025-11-20 07:44:19,北京,,2025-11-20
329,op1002754,op1002754_20251120_1,home_page,click,6792,mobile,深圳,2025-11-20 07:47:09,深圳,,2025-11-20
330,op1002345,op1002345_20251120_1,home_page,input,18639,mobile,南京,2025-11-20 16:48:24,苏州,,2025-11-20
331,op1002345,op1002345_20251120_1,profile_page,swipe,10763,mobile,深圳,2025-11-20 16:53:31,苏州,,2025-11-20
332,op1002345,op1002345_20251120_1,search_page,input,19227,desktop,上海,2025-11-20 16:57:50,杭州,服装,2025-11-20
333,op1002345,op1002345_20251120_1,home_page,click,27037,tablet,北京,2025-11-20 17:03:49,苏州,,2025-11-20
334,op1002345,op1002345_20251120_2,home_page,scroll,28259,tablet,西安,2025-11-20 14:44:22,南京,,2025-11-20
335,op1002345,op1002345_20251120_2,profile_page,input,29515,tablet,杭州,2025-11-20 14:46:00,南京,,2025-11-20
336,op1002345,op1002345_20251120_2,product_page,scroll,10705,desktop,北京,2025-11-20 14:47:39,北京,90127,2025-11-20
337,op1002345,op1002345_20251120_2,product_page,scroll,3460,mobile,北京,2025-11-20 14:48:58,深圳,90012,2025-11-20
338,op1002345,op1002345_20251120_2,search_page,scroll,21045,tablet,西安,2025-11-20 14:51:48,深圳,数码,2025-11-20
339,op1000996,op1000996_20251120_1,home_page,click,16435,desktop,武汉,2025-11-20 17:01:48,南京,,2025-11-20
340,op1000996,op1000996_20251120_1,cart_page,tap,20466,desktop,杭州,2025-11-20 17:07:32,苏州,,2025-11-20
341,op1000996,op1000996_20251120_1,home_page,scroll,17832,desktop,成都,2025-11-20 17:09:19,苏州,,2025-11-20
342,op1000996,op1000996_20251120_1,home_page,click,8187,tablet,南京,2025-11-20 17:13:20,北京,,2025-11-20
343,op1000996,op1000996_20251120_1,home_page,click,1176,tablet,成都,2025-11-20 17:15:54,广州,,2025-11-20
344,op1000996,op1000996_20251120_2,home_page,click,11543,desktop,上海,2025-11-20 17:29:03,北京,,2025-11-20
345,op1000996,op1000996_20251120_2,search_page,scroll,18349,mobile,西安,2025-11-20 17:31:02,广州,食品,2025-11-20
346,op1000996,op1000996_20251120_2,product_page,swipe,28605,desktop,北京,2025-11-20 17:36:51,天津,90016,2025-11-20
347,op1000996,op1000996_20251120_3,home_page,scroll,27956,tablet,南京,2025-11-20 14:28:28,成都,,2025-11-20
348,op1000996,op1000996_20251120_3,product_page,tap,7776,desktop,重庆,2025-11-20 14:33:11,成都,90059,2025-11-20
349,op1000542,op1000542_20251120_1,home_page,click,29943,desktop,西安,2025-11-20 23:09:43,南京,,2025-11-20
350,op1000542,op1000542_20251120_1,profile_page,click,9120,tablet,西安,2025-11-20 23:13:32,深圳,,2025-11-20
351,op1000542,op1000542_20251120_1,home_page,click,7221,mobile,西安,2025-11-20 23:15:44,成都,,2025-11-20
352,op1000542,op1000542_20251120_1,cart_page,scroll,4248,desktop,西安,2025-11-20 23:21:30,成都,,2025-11-20
353,op1000542,op1000542_20251120_1,search_page,scroll,16108,desktop,重庆,2025-11-20 23:23:03,武汉,数码,2025-11-20
354,op1000542,op1000542_20251120_2,home_page,swipe,4112,desktop,上海,2025-11-20 13:02:18,广州,,2025-11-20
355,op1000542,op1000542_20251120_2,cart_page,scroll,1205,desktop,西安,2025-11-20 13:07:24,杭州,,2025-11-20
356,op1001885,op1001885_20251120_1,home_page,swipe,4826,tablet,西安,2025-11-20 19:09:51,天津,,2025-11-20
357,op1001885,op1001885_20251120_1,profile_page,tap,28958,desktop,成都,2025-11-20 19:15:35,杭州,,2025-11-20
358,op1000341,op1000341_20251120_1,home_page,scroll,23986,tablet,南京,2025-11-20 05:51:27,南京,,2025-11-20
359,op1000341,op1000341_20251120_1,cart_page,swipe,26025,mobile,重庆,2025-11-20 05:55:03,深圳,,2025-11-20
360,op1000341,op1000341_20251120_1,product_page,input,15687,mobile,杭州,2025-11-20 06:00:35,天津,90163,2025-11-20
361,op1000341,op1000341_20251120_1,product_page,input,11687,mobile,重庆,2025-11-20 06:04:17,南京,90181,2025-11-20
362,op1000341,op1000341_20251120_1,home_page,swipe,25188,tablet,北京,2025-11-20 06:10:12,天津,,2025-11-20
363,op1000341,op1000341_20251120_2,home_page,scroll,26062,desktop,南京,2025-11-20 14:22:17,杭州,,2025-11-20
364,op1000341,op1000341_20251120_2,home_page,swipe,19811,desktop,南京,2025-11-20 14:26:18,苏州,,2025-11-20
365,op1001065,op1001065_20251120_1,home_page,input,19322,tablet,重庆,2025-11-20 09:49:01,南京,,2025-11-20
366,op1001065,op1001065_20251120_1,search_page,click,17680,mobile,重庆,2025-11-20 09:54:55,杭州,服装,2025-11-20
367,op1001065,op1001065_20251120_1,profile_page,swipe,8947,tablet,武汉,2025-11-20 10:00:35,广州,,2025-11-20
368,op1001065,op1001065_20251120_1,product_page,swipe,25021,desktop,西安,2025-11-20 10:05:41,南京,90082,2025-11-20
369,op1001065,op1001065_20251120_1,cart_page,tap,1916,tablet,杭州,2025-11-20 10:08:41,天津,,2025-11-20
370,op1002348,op1002348_20251120_1,home_page,click,6374,tablet,北京,2025-11-20 00:24:12,南京,,2025-11-20
371,op1002348,op1002348_20251120_1,profile_page,input,19116,desktop,上海,2025-11-20 00:26:05,苏州,,2025-11-20
372,op1002348,op1002348_20251120_1,product_page,input,18519,tablet,广州,2025-11-20 00:31:11,成都,90001,2025-11-20
373,op1002348,op1002348_20251120_1,cart_page,tap,19780,desktop,成都,2025-11-20 00:32:32,武汉,,2025-11-20
374,op1002348,op1002348_20251120_1,search_page,tap,19057,mobile,重庆,2025-11-20 00:38:19,武汉,数码,2025-11-20
375,op1000298,op1000298_20251120_1,home_page,click,5894,tablet,广州,2025-11-20 17:23:29,上海,,2025-11-20
376,op1000298,op1000298_20251120_1,product_page,click,23271,tablet,南京,2025-11-20 17:27:35,天津,90172,2025-11-20
377,op1000298,op1000298_20251120_2,home_page,swipe,10593,mobile,西安,2025-11-20 20:16:50,天津,,2025-11-20
378,op1000298,op1000298_20251120_2,product_page,swipe,18739,desktop,杭州,2025-11-20 20:21:18,天津,90014,2025-11-20
379,op1000298,op1000298_20251120_2,cart_page,swipe,24626,mobile,深圳,2025-11-20 20:26:48,北京,,2025-11-20
380,op1000298,op1000298_20251120_2,profile_page,click,2023,mobile,成都,2025-11-20 20:31:11,深圳,,2025-11-20
381,op1000298,op1000298_20251120_3,home_page,input,9259,mobile,重庆,2025-11-20 07:23:00,南京,,2025-11-20
382,op1000298,op1000298_20251120_3,profile_page,input,22799,tablet,南京,2025-11-20 07:28:57,南京,,2025-11-20
383,op1000148,op1000148_20251120_1,home_page,scroll,4828,tablet,广州,2025-11-20 09:08:02,南京,,2025-11-20
384,op1000148,op1000148_20251120_1,profile_page,scroll,11335,tablet,北京,2025-11-20 09:10:56,北京,,2025-11-20
385,op1000148,op1000148_20251120_1,home_page,tap,1259,tablet,成都,2025-11-20 09:13:55,杭州,,2025-11-20
386,op1000148,op1000148_20251120_2,home_page,swipe,13740,tablet,西安,2025-11-20 00:20:14,广州,,2025-11-20
387,op1000148,op1000148_20251120_2,search_page,tap,8301,desktop,南京,2025-11-20 00:23:24,深圳,服装,2025-11-20
388,op1000148,op1000148_20251120_2,cart_page,scroll,11241,mobile,武汉,2025-11-20 00:24:32,杭州,,2025-11-20
389,op1000148,op1000148_20251120_2,search_page,input,8148,mobile,北京,2025-11-20 00:29:35,上海,食品,2025-11-20
390,op1000148,op1000148_20251120_2,product_page,swipe,5185,desktop,北京,2025-11-20 00:31:34,深圳,90137,2025-11-20
391,op1002674,op1002674_20251120_1,home_page,swipe,26310,tablet,西安,2025-11-20 20:35:17,成都,,2025-11-20
392,op1002674,op1002674_20251120_1,cart_page,input,19208,tablet,广州,2025-11-20 20:40:37,北京,,2025-11-20
393,op1002674,op1002674_20251120_1,product_page,tap,22908,tablet,北京,2025-11-20 20:43:45,广州,90028,2025-11-20
394,op1001580,op1001580_20251120_1,home_page,tap,3753,tablet,深圳,2025-11-20 16:21:52,上海,,2025-11-20
395,op1001580,op1001580_20251120_1,cart_page,click,12903,tablet,重庆,2025-11-20 16:23:08,武汉,,2025-11-20
396,op1001580,op1001580_20251120_2,home_page,input,21926,mobile,广州,2025-11-20 09:19:49,武汉,,2025-11-20
397,op1001580,op1001580_20251120_2,cart_page,input,4674,tablet,深圳,2025-11-20 09:23:26,杭州,,2025-11-20
398,op1001580,op1001580_20251120_2,cart_page,swipe,7535,tablet,杭州,2025-11-20 09:28:39,上海,,2025-11-20
399,op1001580,op1001580_20251120_2,search_page,scroll,17001,desktop,西安,2025-11-20 09:29:53,成都,服装,2025-11-20
400,op1001580,op1001580_20251120_2,cart_page,scroll,14804,mobile,深圳,2025-11-20 09:32:08,苏州,,2025-11-20
401,op1001180,op1001180_20251120_1,home_page,tap,18529,mobile,西安,2025-11-20 14:00:24,北京,,2025-11-20
